Feature_1,Feature_2,p_fdr
Fix_a_d_MO,pctOffscreen.a_a,0.45517658060166033
Fix_a_d_MO,pctOffscreen.a_c,0.4568220545107212
Fix_a_d_MO,pctOffscreen.d_a,0.6122453805707481
Fix_a_d_MO,pctOffscreen.d_c,0.21726644228049038
Fix_a_d_MO,pctOnBackground.a_a,0.8878309809622983
Fix_a_d_MO,pctOnBackground.a_c,0.808401787839162
Fix_a_d_MO,pctOnBackground.d_a,0.7761704199818408
Fix_a_d_MO,pctOnBackground.d_c,0.9057561787383331
Fix_a_d_MO,pctSamplesOffscreenL,0.34307372560799343
Fix_a_d_MO,pctSamplesOffscreenR,0.30754614457180546
Fix_a_d_MO,ARI_6_P,0.768068176430334
Fix_a_d_MO,SCARED_P,0.6318594865311803
Fix_a_a_BG,Fix_a_a_EY,0.0009551423449212223
Fix_a_a_BG,Fix_a_a_MO,0.3443607726228431
Fix_a_a_BG,Fix_c_d_BG,3.0246301494260887e-17
Fix_a_a_BG,Fix_c_d_EY,0.012626178393467517
Fix_a_a_BG,Fix_c_d_MO,0.597696780768719
Fix_a_a_BG,Fix_c_a_BG,8.194346903533027e-14
Fix_a_a_BG,Fix_c_a_EY,0.0029962408857818206
Fix_a_a_BG,Fix_c_a_MO,0.4151174207819009
Fix_a_a_BG,Dwell_a_d_BG,1.5430684504001092e-21
Fix_a_a_BG,Dwell_a_d_EY,2.033917888234368e-05
Fix_a_a_BG,Dwell_a_d_MO,0.5652965312532139
Fix_a_a_BG,Dwell_a_a_BG,9.255400385992553e-24
Fix_a_a_BG,Dwell_a_a_EY,7.347120916079939e-06
Fix_a_a_BG,Dwell_a_a_MO,0.35150733322081035
Fix_a_a_BG,Dwell_c_d_BG,2.1480317359723009e-19
Fix_a_a_BG,Dwell_c_d_EY,0.00031263096781635846
Fix_a_a_BG,Dwell_c_d_MO,0.580573547073304
Fix_a_a_BG,Dwell_c_a_BG,2.461849186908396e-19
Fix_a_a_BG,Dwell_c_a_EY,0.0002048731229392517
Fix_a_a_BG,Dwell_c_a_MO,0.5751145041923207
Fix_a_a_BG,pctFirstFixa_aEY,0.0008504671398622711
Fix_a_a_BG,pctFirstFixa_aMO,0.3584100503330972
